MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
70,5,51,6120,2,1,4,4,1,5,1,18,1,3,1,6,5,5,1923,1950,3,2,14,15,3,0,4,5,1,4,4,4,4,203,6,0,897,1100,2,5,2,5,1226,676,0,1902,0,0,2,0,4,1,4,7,7,0,3,6,1960,3,2,576,5,5,3,0,139,55,0,0,0,1,3,3,0,10,2008,9,5,NA
50,4,60,9144,2,2,4,4,1,5,1,4,3,3,1,1,6,4,1915,2004,2,2,13,14,3,0,4,3,1,4,4,4,6,0,6,0,810,810,2,1,2,5,1170,546,0,1716,0,0,2,0,4,1,3,8,7,0,3,6,1970,3,2,672,5,5,3,0,195,0,0,0,0,1,3,3,0,3,2008,9,5,NA
60,5,57,8094,2,1,4,4,1,5,1,18,3,3,2,5,6,8,1910,1983,2,2,14,15,3,0,4,5,3,4,4,3,5,196,6,0,1046,1242,2,3,2,5,1242,742,0,1984,0,0,2,0,5,1,4,8,7,0,3,6,1978.1134057971,3,1,360,5,5,3,64,0,180,0,0,0,1,3,3,1000,9,2008,9,5,NA
50,5,63,4347,2,1,4,4,1,5,1,18,3,3,1,1,6,8,1910,1950,3,2,9,9,3,0,3,5,1,3,2,4,6,0,6,0,796,796,2,1,2,5,825,784,0,1609,0,0,1,0,3,1,4,7,7,0,3,6,1910,3,1,228,2,2,1,0,182,0,0,0,0,1,3,3,0,6,2008,9,5,NA
30,5,69.3057953144266,6291,1,1,1,4,1,5,1,10,8,3,1,3,6,6,1930,1950,2,2,12,16,3,0,3,3,1,4,4,4,6,0,6,0,768,768,2,5,2,5,768,0,0,768,0,0,1,0,1,1,4,4,7,0,3,6,1930,3,2,440,5,5,1,0,0,84,0,0,0,1,3,3,0,7,2008,9,5,NA
70,5,60,10266,2,1,4,4,1,5,1,10,3,3,1,6,6,6,1952,1952,2,2,9,9,3,0,4,5,2,4,4,4,5,372,6,0,396,768,2,5,2,1,768,768,0,1536,0,0,1,1,4,1,4,7,7,0,3,6,1952,3,1,308,5,5,3,0,216,80,0,0,0,1,3,3,0,5,2008,1,1,NA
50,5,60,6876,2,1,4,1,1,5,1,10,3,3,1,1,6,6,1938,1958,2,2,14,15,3,0,4,5,1,4,4,4,6,0,6,0,1272,1272,2,5,2,5,1272,0,697,1969,0,0,2,0,4,1,4,9,3,1,3,6,1938,3,2,400,5,5,3,0,34,0,0,0,0,1,3,3,0,11,2008,1,5,NA
50,5,69.3057953144266,10320,2,1,4,4,1,5,1,10,3,3,1,1,5,6,1915,1978,2,2,7,7,3,0,4,2,1,4,1,4,6,0,6,0,880,880,2,3,2,5,880,428,0,1308,0,0,2,0,2,1,4,6,7,0,3,6,1950,3,2,400,2,2,3,0,0,117,0,0,0,1,3,3,0,4,2008,9,5,NA
30,5,60,7200,2,1,4,4,1,1,1,10,3,3,1,3,6,7,1925,1992,2,2,13,14,3,0,4,5,2,4,4,4,6,0,6,0,1040,1040,2,3,2,5,1040,0,0,1040,0,0,1,0,2,1,4,5,7,0,3,6,1993,3,2,320,5,5,3,0,132,0,0,0,0,1,3,3,0,7,2008,9,5,NA
50,5,62,7006,2,1,4,4,1,5,1,10,3,3,1,1,6,6,1925,1950,2,2,12,13,3,0,4,5,3,4,4,4,5,121,6,0,647,768,2,5,2,5,788,448,0,1236,1,0,2,0,3,1,4,6,7,1,3,6,1985,3,1,384,5,5,3,0,0,0,0,0,0,1,3,3,0,8,2008,9,4,NA
30,5,60,10320,2,1,4,4,1,5,1,10,8,3,1,3,5,8,1912,1991,2,2,14,15,3,0,4,5,1,2,4,4,6,0,6,0,451,451,2,5,2,5,759,0,0,759,0,0,1,0,1,1,4,5,7,0,3,6,1997,3,2,576,5,5,1,40,0,0,0,0,0,1,3,3,0,8,2008,3,4,NA
190,5,60,10320,2,1,4,4,1,5,1,10,3,3,2,6,3,3,1915,1950,2,2,2,2,3,0,2,2,3,4,1,4,6,0,6,0,536,536,2,1,1,2,808,536,0,1344,0,0,2,0,3,2,4,8,7,0,3,2,1978.1134057971,3,0,0,5,5,1,42,0,204,0,0,0,1,3,3,0,5,2008,9,5,NA
20,4,82,9488,2,1,4,4,1,5,1,19,2,3,1,3,5,6,1947,1993,2,2,13,14,3,0,3,5,2,4,4,4,6,0,6,0,1046,1046,2,3,1,5,1054,0,0,1054,0,0,1,0,3,1,4,6,7,0,3,6,1947,3,1,240,5,5,3,0,60,122,0,0,0,1,3,3,0,9,2008,9,1,NA
85,4,69.3057953144266,11235,2,1,4,4,1,1,1,19,2,3,1,7,5,6,1963,1963,2,2,7,15,3,0,4,5,2,3,4,1,1,784,6,0,197,981,2,5,2,5,1075,0,0,1075,1,0,1,0,3,1,3,6,7,0,3,6,1996,3,2,440,5,5,3,64,0,0,0,64,0,1,3,3,0,5,2008,9,1,NA
80,4,80,13014,2,1,4,4,1,5,1,19,3,3,1,8,6,5,1978,1978,2,2,7,11,2,39,4,5,2,4,4,1,1,528,6,0,480,1008,2,5,2,5,1096,0,0,1096,1,0,1,0,3,1,4,6,7,1,2,2,1978,3,2,484,5,5,3,168,0,0,0,0,0,1,3,3,0,12,2008,9,5,NA
20,4,68,10265,2,1,1,4,1,5,1,19,3,3,1,3,5,7,1967,2005,2,2,7,7,3,0,4,2,2,4,4,4,1,758,6,0,234,992,2,1,2,5,992,0,0,992,1,0,1,0,3,1,3,6,7,0,3,2,1967,2,1,294,5,5,3,204,0,0,0,0,0,1,3,3,600,7,2008,9,5,NA
85,4,69.3057953144266,7703,2,1,1,4,1,2,1,19,3,3,1,7,6,8,1978,1978,2,2,7,7,1,40,4,5,2,3,4,2,1,450,6,0,0,450,2,1,2,5,1034,0,0,1034,0,1,1,0,3,1,4,6,7,1,4,3,1978,1,2,504,5,5,3,311,0,0,0,0,0,1,2,3,0,5,2008,9,5,NA
20,4,69.3057953144266,9981,2,1,1,4,1,1,1,19,3,3,1,3,5,5,1967,1967,2,2,9,9,2,340,4,5,2,4,4,3,2,221,6,0,852,1073,2,3,2,5,1073,0,0,1073,0,0,1,0,3,1,4,6,7,0,3,2,1967,2,1,270,5,5,3,0,90,0,0,0,0,1,3,3,0,3,2008,9,5,NA
85,4,69.3057953144266,7400,2,1,1,4,1,2,1,19,3,3,1,7,5,5,1984,1984,2,2,13,14,3,0,4,5,3,3,4,1,4,104,1,956,0,1060,2,5,2,5,1126,0,0,1126,1,0,1,0,2,1,4,5,7,0,3,2,1984,3,2,506,5,5,3,178,0,0,0,0,0,1,3,3,0,3,2008,9,5,NA
190,4,60,12900,2,1,4,4,1,5,1,19,2,3,2,3,5,4,1920,1950,2,2,4,13,3,0,4,5,3,4,1,4,2,1300,6,0,0,1300,2,2,2,5,1140,0,0,1140,1,0,1,0,3,1,4,6,7,0,3,5,1920,3,2,400,5,5,3,0,0,190,0,0,0,1,3,3,0,1,2008,9,3,NA
20,4,94,9239,2,1,4,4,1,5,1,19,2,3,1,3,5,8,1963,2003,2,2,13,14,3,0,4,3,2,4,4,4,3,634,6,0,326,960,2,1,2,5,960,0,0,960,1,0,1,0,3,1,3,6,7,0,3,2,1963,1,1,300,5,5,3,168,0,0,0,0,0,1,3,3,0,5,2008,9,5,NA
20,4,88,14175,2,1,4,4,1,5,1,19,4,3,1,3,6,8,1956,1956,2,2,7,7,3,0,4,5,2,4,2,2,3,776,6,0,212,988,2,5,2,1,1188,0,0,1188,1,0,1,0,1,1,4,4,7,1,5,2,1956,3,2,621,5,5,3,102,89,231,0,0,0,1,3,3,0,6,2008,9,5,NA
190,4,69.3057953144266,10532,2,1,4,4,1,1,1,5,3,3,1,3,5,3,1960,1960,1,6,10,11,4,275,4,5,2,4,4,3,5,988,6,0,0,988,2,3,2,5,1721,0,0,1721,1,0,2,0,3,1,4,7,5,2,5,3,1960,3,2,626,5,5,3,50,84,0,0,0,0,1,3,3,0,12,2008,9,1,NA
50,4,63,8375,2,1,4,4,1,1,1,19,3,3,1,1,5,7,1941,1973,2,2,14,15,3,0,4,5,1,4,4,4,1,336,6,0,240,576,2,3,2,5,864,486,0,1350,1,0,1,1,2,1,3,6,3,0,3,1,1973,3,3,627,5,5,1,0,0,0,0,0,0,1,3,3,0,6,2008,9,5,NA
80,4,69.3057953144266,10200,2,1,4,4,1,5,1,19,3,3,1,8,5,8,1970,1970,4,2,7,7,3,0,4,3,3,3,4,1,1,704,6,0,160,864,2,1,2,5,904,0,0,904,0,0,1,0,3,1,3,5,7,0,3,1,1979,3,3,912,5,5,3,143,0,0,0,0,0,1,3,3,0,6,2008,9,5,NA
20,4,82,20270,2,1,1,4,1,2,1,5,3,3,1,3,7,6,1979,1979,2,2,10,11,3,0,4,5,2,3,4,2,3,599,6,0,925,1524,2,5,2,5,1524,0,0,1524,1,0,2,0,3,1,4,7,7,2,3,2,1979,1,2,478,5,5,3,140,0,0,0,0,0,1,3,3,0,4,2008,9,5,NA
50,4,50,5190,2,1,4,4,1,5,1,8,3,3,1,1,7,5,1948,1950,2,2,4,11,3,0,4,5,2,4,4,4,6,0,6,0,570,570,2,5,2,5,617,462,0,1079,0,0,1,0,2,1,4,5,7,1,3,2,1948,3,1,249,5,5,3,135,0,0,0,0,0,1,3,3,0,1,2008,9,5,NA
30,4,85,19550,2,1,4,4,1,5,1,8,3,3,1,3,5,7,1940,2007,1,6,13,14,3,0,4,5,3,4,4,2,1,1035,6,0,545,1580,2,1,2,5,1518,0,0,1518,1,0,1,0,2,1,2,5,7,2,3,2,1978.1134057971,3,0,0,5,5,3,0,39,0,0,0,0,1,3,3,0,1,2008,9,5,NA
20,4,68,9571,2,1,4,4,1,5,1,8,3,3,1,3,5,6,1956,1956,4,2,14,15,3,0,4,5,2,4,4,1,5,870,6,0,639,1509,2,5,2,1,1509,0,0,1509,1,0,1,0,3,1,3,6,7,1,5,2,1956,3,1,322,5,5,3,158,0,0,0,576,0,1,3,3,0,7,2008,9,5,NA
90,4,50,9350,2,1,4,4,1,5,1,8,3,3,3,7,5,5,1975,1975,2,2,7,7,3,0,4,5,3,3,4,1,3,864,6,0,0,864,2,2,1,5,864,0,0,864,1,0,1,0,2,1,4,4,7,0,3,2,1978.1134057971,3,0,0,5,5,3,0,0,0,0,0,0,1,3,3,0,4,2008,9,5,NA
60,4,50,9360,2,1,4,4,1,1,1,8,3,3,1,6,6,8,1962,2001,2,2,13,14,1,216,3,5,2,4,4,4,5,324,6,0,297,621,2,5,2,5,621,648,0,1269,0,0,1,1,3,1,4,7,7,0,3,6,1962,3,1,280,5,5,3,0,236,0,0,0,0,1,2,3,0,11,2008,9,5,NA
60,4,69.3057953144266,9771,2,1,3,4,1,1,1,20,3,3,1,6,6,5,1995,2002,2,2,7,7,2,190,3,5,3,3,4,4,4,779,6,0,298,1077,2,1,2,5,1093,1721,0,2814,0,1,2,1,4,1,3,9,7,1,5,4,1995,1,2,614,5,5,3,48,32,0,0,216,0,1,1,3,0,6,2008,9,5,NA
20,4,80,9938,2,1,4,4,1,5,1,20,3,3,1,3,7,5,1994,1994,2,2,7,7,2,251,3,5,3,3,4,4,3,1271,6,0,331,1602,2,1,2,5,1626,0,0,1626,1,0,2,1,3,1,3,7,7,1,5,2,1994,2,2,534,5,5,3,424,40,0,0,0,0,1,3,3,0,4,2008,9,5,NA
60,4,69.3057953144266,14171,2,1,2,4,1,2,1,20,3,3,1,6,7,5,1993,1994,2,2,13,14,3,0,3,5,3,3,4,4,3,355,6,0,457,812,2,1,2,5,1101,1099,0,2200,0,0,2,1,4,1,3,9,7,1,5,2,1993,2,2,453,5,5,3,168,98,0,0,0,0,1,3,3,0,12,2008,9,5,NA
80,4,85,10541,2,1,1,4,1,1,1,20,3,3,1,8,7,5,1996,1996,2,2,13,14,3,0,3,5,3,3,4,1,6,0,6,0,672,672,2,1,2,5,1302,735,0,2037,0,0,2,1,3,1,3,8,7,1,5,2,1996,1,2,472,5,5,3,100,33,0,0,0,0,1,3,3,0,2,2008,9,5,NA
60,4,65,10616,2,1,1,4,1,5,1,6,3,3,1,6,7,5,2007,2007,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,628,628,2,1,2,5,628,728,0,1356,0,0,2,1,3,1,3,6,7,1,3,4,2007,1,2,484,5,5,3,100,24,0,0,0,0,1,3,3,0,3,2008,7,6,NA
20,4,65,9345,2,1,1,4,1,5,1,6,3,3,1,3,8,5,2007,2007,2,2,13,14,4,156,3,5,3,3,4,1,6,0,6,0,1615,1615,2,1,2,5,1615,0,0,1615,0,0,2,0,3,1,3,7,7,1,3,2,2007,2,3,864,5,5,3,168,30,0,0,0,0,1,3,3,0,5,2008,9,5,NA
20,4,91,11778,2,1,4,4,1,5,1,6,3,3,1,3,9,5,2008,2008,4,2,13,14,4,554,3,5,3,3,4,2,3,2085,6,0,186,2271,2,1,2,5,2276,0,0,2276,1,0,2,0,3,1,1,7,7,2,3,2,2008,2,3,1348,3,5,3,0,0,70,0,255,0,1,3,3,0,6,2008,9,1,NA
20,4,91,11778,2,1,4,4,1,5,1,6,5,3,1,3,9,5,2008,2008,4,2,13,14,4,402,1,5,3,1,4,1,3,1153,6,0,598,1751,2,1,2,5,1766,0,0,1766,1,0,2,1,3,1,1,8,7,2,3,2,2008,1,3,874,5,5,3,216,36,0,0,0,0,1,3,3,0,12,2008,7,6,NA
80,4,69.3057953144266,11454,2,1,2,4,1,1,1,20,3,3,1,8,8,5,1995,1995,2,2,13,14,2,302,3,5,3,3,4,2,3,770,6,0,631,1401,2,1,2,5,1511,0,0,1511,1,0,2,0,3,1,3,6,7,1,2,2,1995,1,3,811,5,5,3,168,42,0,0,0,0,1,3,3,0,2,2008,9,5,NA
20,4,69.3057953144266,11500,2,1,1,1,1,2,1,5,3,3,1,3,6,6,1966,1966,1,6,10,11,3,0,4,5,2,3,2,2,4,262,1,723,197,1182,2,1,2,5,1643,0,0,1643,1,0,2,0,2,1,4,6,7,1,3,2,1966,3,2,438,5,5,3,339,0,0,0,0,0,1,3,3,0,3,2008,9,5,NA
20,4,65,9750,2,1,4,3,1,5,2,6,3,3,1,3,5,7,1994,1994,2,2,13,14,3,0,4,5,3,3,4,4,3,722,6,0,268,990,2,1,2,5,990,0,0,990,1,0,1,0,3,1,4,5,7,0,3,6,1997,3,2,528,5,5,3,168,0,0,0,0,0,1,3,3,0,8,2008,9,5,NA
20,4,69.3057953144266,8696,2,1,1,4,1,5,1,6,3,3,1,3,7,5,1997,1998,2,2,13,14,2,150,4,5,3,3,4,2,3,1308,6,0,110,1418,2,1,2,5,1418,0,0,1418,1,0,2,0,3,1,3,5,7,1,5,2,1997,2,2,558,5,5,3,208,110,0,0,0,0,1,3,3,0,5,2008,9,5,NA
60,4,69.3057953144266,13142,2,1,1,4,1,1,1,6,5,3,1,6,6,5,1997,1997,2,2,13,14,2,128,4,5,3,3,4,4,3,688,6,0,176,864,2,1,2,5,872,899,0,1771,1,0,2,1,3,1,3,6,7,0,3,2,1997,2,2,600,5,5,3,0,96,0,0,0,0,1,3,3,0,7,2008,9,5,NA
60,4,68,8998,2,1,1,4,1,5,1,6,3,3,1,6,7,5,2000,2000,2,2,13,14,2,120,3,5,3,3,4,3,3,527,6,0,255,782,2,1,2,5,782,870,0,1652,0,0,2,1,3,1,3,6,7,0,3,2,2000,2,2,532,5,5,3,0,70,0,0,0,0,1,3,3,0,6,2008,9,5,NA
60,4,75,12192,2,1,1,4,1,5,1,6,3,3,1,6,7,5,2000,2001,2,2,13,14,3,0,3,5,3,3,4,4,3,663,6,0,265,928,2,1,2,5,928,895,0,1823,1,0,2,1,3,1,3,6,7,0,3,2,2000,2,2,626,5,5,3,192,36,0,0,0,0,1,3,3,4500,5,2008,9,5,NA
20,4,69.3057953144266,12250,2,1,1,4,1,5,1,6,3,3,1,3,5,6,1978,1978,2,2,7,7,2,180,4,5,2,3,4,3,1,781,6,0,83,864,2,1,2,5,1174,0,0,1174,1,0,1,0,3,1,4,5,7,0,3,2,1978,3,2,528,5,5,3,211,0,280,0,0,0,1,3,3,0,5,2008,9,5,NA
20,4,69.3057953144266,9216,2,1,1,4,1,5,1,6,3,3,1,3,5,6,1975,1975,2,2,7,7,2,176,4,5,2,4,4,1,1,294,6,0,782,1076,2,5,2,5,1076,0,0,1076,0,0,1,1,3,1,4,5,7,1,2,6,1985,3,2,576,5,5,3,0,0,0,0,0,0,1,3,3,0,9,2008,9,1,NA
20,4,40,14330,2,1,1,4,1,2,1,6,3,3,1,3,5,6,1975,2001,2,2,10,15,3,0,4,5,2,4,4,4,5,88,1,596,180,864,2,5,2,5,1558,0,0,1558,1,0,2,0,2,1,4,5,4,0,3,2,1975,1,2,440,5,5,3,140,0,239,0,227,0,1,3,3,0,8,2008,9,5,NA
60,4,69.3057953144266,10400,2,1,4,4,1,5,1,6,3,3,1,6,7,5,2001,2001,2,2,13,14,2,227,3,5,3,3,4,4,6,0,6,0,1257,1257,2,1,2,5,1290,871,0,2161,0,0,2,1,3,1,3,8,7,1,5,2,2001,2,2,570,5,5,3,0,84,0,0,0,0,1,3,3,0,6,2008,9,5,NA
60,4,69.3057953144266,9720,2,1,1,4,1,2,1,6,3,3,1,6,9,5,2001,2002,2,2,13,14,2,134,3,5,3,3,4,3,3,1194,6,0,163,1357,2,1,2,5,1366,581,0,1947,1,0,2,1,3,1,3,7,7,1,5,4,2001,1,3,725,5,5,3,168,116,0,0,0,0,1,3,3,0,1,2008,9,5,NA
20,4,69.3057953144266,14860,2,1,2,4,1,2,1,6,3,3,1,3,8,5,2002,2003,4,2,13,14,2,240,3,5,3,1,4,2,3,1538,6,0,240,1778,2,1,2,5,1786,0,0,1786,1,0,2,0,3,1,3,6,7,1,3,2,2002,2,3,715,5,5,3,182,35,0,0,0,0,1,3,3,0,6,2008,9,5,NA
60,4,41,10905,2,1,2,4,1,2,1,6,3,3,1,6,7,5,2003,2003,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,1129,1129,2,1,2,5,1129,1198,0,2327,0,0,2,1,4,1,3,9,7,1,3,4,2003,2,2,596,5,5,3,0,57,0,0,0,0,1,3,3,0,8,2008,9,5,NA
60,4,96,11690,2,1,1,4,1,5,1,6,3,3,1,6,8,5,1999,2000,2,2,13,14,2,192,3,5,3,3,4,1,6,0,6,0,850,850,2,1,2,5,886,878,0,1764,0,0,2,1,3,1,3,7,7,1,5,2,1999,3,2,560,5,5,3,120,29,0,0,0,0,1,3,3,0,6,2008,9,5,NA
120,5,69.3057953144266,4426,2,1,4,4,1,5,1,6,3,3,5,3,6,5,2004,2004,2,2,13,14,2,205,3,5,3,3,4,3,3,662,6,0,186,848,2,1,2,5,848,0,0,848,1,0,1,0,1,1,3,3,7,0,3,2,2004,2,2,420,5,5,3,140,0,0,0,0,0,1,3,3,0,2,2008,9,5,NA
90,5,83,10126,2,1,4,4,1,1,1,6,3,3,3,7,6,5,1997,1998,2,2,13,14,3,0,4,3,3,3,4,2,3,1593,4,162,83,1838,2,1,2,5,1838,0,0,1838,2,0,2,0,2,2,4,8,7,0,3,2,1998,3,3,721,5,5,3,160,67,0,0,0,0,1,3,3,0,7,2008,9,1,NA
20,4,75,9750,2,1,4,4,1,5,1,6,3,3,1,3,7,5,2004,2004,2,2,13,14,4,50,3,5,3,3,4,3,3,24,6,0,1421,1445,2,1,2,5,1445,0,0,1445,0,0,2,0,3,1,3,6,7,0,3,2,2004,3,2,470,5,5,3,0,35,0,0,0,0,1,3,3,0,6,2008,9,5,NA
20,4,85,11058,2,1,4,4,1,1,1,6,3,3,1,3,7,6,2007,2007,2,2,13,14,4,212,3,5,3,3,4,4,3,56,6,0,1508,1564,2,1,2,5,1564,0,0,1564,0,0,2,0,3,1,3,6,7,0,3,2,2007,2,3,814,5,5,3,0,24,0,0,0,0,1,3,3,0,2,2008,9,5,NA
20,4,74,9627,2,1,4,4,1,5,1,6,3,3,1,3,7,5,2007,2007,2,2,13,14,3,0,3,5,3,3,4,1,3,24,6,0,1327,1351,2,1,2,5,1361,0,0,1361,0,0,2,0,3,1,3,6,7,0,3,2,2007,2,2,610,5,5,3,0,50,0,0,0,0,1,3,3,0,6,2008,9,5,NA
20,4,75,9825,2,1,4,4,1,5,1,8,3,3,1,3,5,5,1966,1966,4,2,7,7,3,0,4,5,2,4,4,4,5,609,6,0,483,1092,2,5,2,5,1092,0,0,1092,0,0,1,0,3,1,4,6,7,0,3,2,1966,3,1,264,5,5,3,259,0,0,0,161,0,1,3,3,0,4,2008,1,1,NA
85,4,64,12102,2,1,4,4,1,5,1,8,3,3,1,7,5,5,1976,1976,2,2,7,11,2,222,4,5,2,3,2,2,1,456,6,0,0,456,2,1,2,5,1033,0,0,1033,0,1,1,0,3,1,4,6,7,0,3,4,1976,2,2,504,2,5,3,224,0,0,0,0,0,1,3,3,0,4,2008,9,4,NA
20,4,65,6500,2,1,4,4,1,5,1,8,3,3,1,3,6,6,1976,1976,4,2,7,11,2,84,4,5,2,4,4,4,2,1033,6,0,94,1127,2,5,2,5,1127,0,0,1127,0,1,1,1,3,1,4,6,7,1,4,6,1991,3,2,480,5,5,3,0,0,138,0,0,0,1,3,3,0,5,2008,9,5,NA
80,4,69.3057953144266,9638,2,1,1,4,1,2,1,8,3,3,1,8,6,6,1977,1977,4,2,10,11,3,0,4,5,2,4,4,1,1,368,5,120,541,1029,2,5,2,5,1117,0,0,1117,1,0,1,0,3,1,4,6,7,1,2,2,1977,2,2,542,5,5,3,292,0,0,0,0,0,1,3,3,0,11,2008,9,5,NA
60,4,72,7200,2,1,4,4,1,5,1,8,3,3,1,6,6,7,1976,2001,4,2,10,11,3,0,4,5,2,4,4,1,1,288,6,0,396,684,2,5,2,5,684,714,0,1398,0,0,1,1,3,1,4,6,7,1,5,2,1976,1,2,440,5,5,3,0,0,0,0,0,0,1,3,3,0,2,2008,9,5,NA
20,4,123,47007,2,1,1,4,1,5,1,8,3,3,1,3,5,7,1959,1996,2,2,10,11,3,0,4,5,4,4,4,4,6,0,6,0,0,0,2,5,2,5,3820,0,0,3820,0.429893726431265,0.061364415495372,3,1,5,1,1,11,7,2,3,2,1959,3,2,624,5,5,3,0,372,0,0,0,0,1,3,3,0,7,2008,9,5,NA
90,4,65,6012,2,1,4,4,1,1,1,8,3,3,3,3,4,5,1955,1955,2,2,1,11,3,0,4,2,3,4,4,4,6,0,6,0,0,0,2,5,1,5,1152,0,0,1152,0,0,2,0,2,2,4,6,7,0,3,2,1978.1134057971,3,0,0,5,5,1,0,0,0,0,0,0,1,3,3,0,6,2008,9,2,NA
90,4,74,6845,2,1,4,4,1,5,1,8,3,3,3,3,4,5,1955,1955,2,2,15,16,1,58,4,5,4,4,4,4,6,0,6,0,0,0,2,5,1,2,1152,0,0,1152,0,0,2,0,2,2,4,6,7,0,3,2,1978.1134057971,3,0,0,5,5,1,0,0,0,0,0,0,1,3,3,0,7,2008,9,5,NA
190,4,56,6931,2,1,4,4,1,5,1,8,3,3,2,3,4,5,1955,1955,4,2,14,15,3,0,4,5,2,4,4,1,1,784,6,0,0,784,2,5,1,3,784,0,0,784,1,0,1,0,2,1,4,4,7,0,3,2,1978.1134057971,3,0,0,5,5,3,112,0,0,0,0,0,1,3,3,0,5,2008,9,5,NA
50,4,60,12180,2,1,4,4,1,5,1,8,3,3,1,1,5,7,1938,2007,2,2,14,15,3,0,4,5,3,4,4,4,6,0,6,0,585,585,2,3,2,2,585,468,0,1053,0,0,1,1,2,1,1,5,7,0,3,2,1978.1134057971,3,0,0,5,5,1,42,0,0,0,0,0,1,3,3,0,1,2008,9,4,NA
50,4,57,8050,2,1,4,4,1,5,1,8,3,3,1,1,5,8,1947,1993,2,2,9,9,3,0,4,3,4,4,4,4,6,0,6,0,0,0,2,3,2,5,929,208,0,1137,0,0,1,1,4,1,4,8,3,0,3,2,1978.1134057971,3,0,0,5,5,3,0,0,0,0,0,0,1,3,3,0,4,2008,9,5,NA
20,4,68,9520,2,1,4,1,1,5,2,8,3,3,1,3,4,5,1953,1953,2,2,9,9,4,115,4,5,2,3,4,4,5,767,6,0,144,911,2,5,2,5,930,0,0,930,0,0,1,0,2,1,4,5,7,0,3,2,1953,2,1,286,5,5,3,134,0,0,0,0,0,1,3,1,3000,5,2008,9,5,NA
80,4,62,7692,2,1,4,1,1,5,2,8,3,3,1,8,4,6,1954,1954,2,2,14,15,3,0,4,5,2,1,4,1,6,0,6,0,416,416,2,3,2,1,1204,0,0,1204,0,0,1,0,3,1,4,6,7,0,3,3,1954,3,1,312,5,5,3,0,0,0,0,0,0,1,3,3,0,11,2008,9,1,NA
30,4,67,5142,2,1,4,4,1,5,1,8,3,3,1,1,4,7,1923,2008,2,2,14,15,3,0,4,5,3,4,4,4,1,224,6,0,725,949,2,5,2,5,949,343,0,1292,0,0,1,1,3,1,3,6,7,0,3,6,1923,3,1,205,5,5,1,0,0,183,0,0,0,1,3,3,0,6,2008,9,5,NA
30,4,60,7290,2,1,4,4,1,1,1,23,3,3,1,3,7,8,1921,1950,2,2,15,16,2,174,4,5,1,4,4,4,6,0,6,0,1228,1228,2,1,2,5,1424,0,0,1424,0,0,2,0,2,1,4,7,7,1,3,2,1921,3,1,312,5,5,3,0,0,90,0,0,0,1,3,3,0,4,2008,9,5,NA
90,4,64,7804,2,1,4,4,1,5,1,23,3,3,3,5,6,7,1930,1950,2,2,12,13,3,0,4,5,1,4,4,4,1,281,5,679,0,960,2,1,2,5,960,960,0,1920,2,0,2,2,4,2,4,10,7,2,3,6,1930,3,2,480,5,5,3,248,0,121,0,0,0,1,3,3,0,7,2008,9,1,NA
70,4,66,8969,2,1,4,1,1,5,1,7,3,3,1,6,6,6,1926,1950,3,2,14,15,3,0,4,5,1,4,4,4,2,379,6,0,265,644,2,1,2,5,672,644,0,1316,1,0,1,0,2,1,4,6,7,1,3,6,2001,3,1,369,5,5,2,0,0,0,0,192,0,1,3,3,0,7,2008,9,5,NA
50,4,63,15564,2,1,4,4,1,5,1,7,3,3,1,1,6,6,1914,1995,2,2,14,16,3,0,4,5,1,3,4,4,6,0,6,0,676,676,2,1,2,5,676,588,0,1264,0,0,1,0,3,1,4,6,7,0,3,6,1994,3,2,400,5,5,3,424,0,0,0,0,0,1,3,3,400,1,2008,9,5,NA
70,4,54,7609,2,1,4,4,1,1,1,7,3,3,1,6,8,9,1925,1997,2,2,12,13,3,0,3,3,3,2,4,4,1,406,6,0,392,798,2,1,2,5,798,714,0,1512,1,0,2,0,3,1,3,7,7,1,3,6,1925,3,1,180,5,5,2,85,16,41,0,0,0,1,1,3,0,6,2008,9,5,NA
